timestamp_utc,market_id,open,high,low,close,volume,trade_count,schema_version
2026-02-12T00:00:00Z,1349185,0.86,0.86,0.86,0.86,,,pm_bars_history_v1.0
2026-02-12T01:00:00Z,1349185,0.875,0.875,0.875,0.875,,,pm_bars_history_v1.0
2026-02-12T02:00:00Z,1349185,0.875,0.875,0.875,0.875,,,pm_bars_history_v1.0
2026-02-12T03:00:00Z,1349185,0.875,0.875,0.875,0.875,,,pm_bars_history_v1.0
2026-02-12T04:00:00Z,1349185,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-02-12T05:00:00Z,1349185,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-02-12T06:00:00Z,1349185,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-02-12T07:00:00Z,1349185,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-02-12T08:00:00Z,1349185,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-02-12T09:00:00Z,1349185,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-02-12T10:00:00Z,1349185,0.885,0.885,0.885,0.885,,,pm_bars_history_v1.0
2026-02-12T11:00:00Z,1349185,0.895,0.895,0.895,0.895,,,pm_bars_history_v1.0
2026-02-12T12:00:00Z,1349185,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-02-12T13:00:00Z,1349185,0.755,0.755,0.755,0.755,,,pm_bars_history_v1.0
2026-02-12T14:00:00Z,1349185,0.87,0.87,0.87,0.87,,,pm_bars_history_v1.0
2026-02-12T15:00:00Z,1349185,0.705,0.705,0.705,0.705,,,pm_bars_history_v1.0
2026-02-12T16:00:00Z,1349185,0.385,0.385,0.385,0.385,,,pm_bars_history_v1.0
2026-02-12T17:00:00Z,1349185,0.2,0.2,0.2,0.2,,,pm_bars_history_v1.0
2026-02-12T18:00:00Z,1349185,0.065,0.065,0.065,0.065,,,pm_bars_history_v1.0
2026-02-12T19:00:00Z,1349185,0.07,0.07,0.07,0.07,,,pm_bars_history_v1.0
2026-02-12T20:00:00Z,1349185,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T21:00:00Z,1349185,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T22:00:00Z,1349185,0.08,0.08,0.08,0.08,,,pm_bars_history_v1.0
2026-02-12T23:00:00Z,1349185,0.07,0.07,0.07,0.07,,,pm_bars_history_v1.0
