label,bin,bin_lo,bin_hi,n,weight_sum,avg_pred,emp_rate
baseline_val,1,0.0,0.06666666666666667,0,0.0,,
baseline_val,2,0.06666666666666667,0.13333333333333333,463,0.07036579349476851,0.10621442308781222,0.1285980144101401
baseline_val,3,0.13333333333333333,0.2,432,0.0620085705383531,0.1648864593570098,0.19729976190955092
baseline_val,4,0.2,0.26666666666666666,412,0.05979274342530036,0.23168516528390337,0.30423725750630687
baseline_val,5,0.26666666666666666,0.3333333333333333,411,0.056798029846961015,0.2998162577953172,0.36232101030650893
baseline_val,6,0.3333333333333333,0.4,346,0.04715006884697336,0.3657232014103545,0.3940672942751413
baseline_val,7,0.4,0.4666666666666667,398,0.055993006851754554,0.4338378364890731,0.5191678874265887
baseline_val,8,0.4666666666666667,0.5333333333333333,347,0.04651871763379693,0.5006026266835992,0.6343274921603488
baseline_val,9,0.5333333333333333,0.6,373,0.052707718540360875,0.5675794400493765,0.6697828413457516
baseline_val,10,0.6,0.6666666666666666,420,0.05859282776002621,0.6340006322814077,0.7318515300103609
baseline_val,11,0.6666666666666666,0.7333333333333333,446,0.06124692097254235,0.7011586989564327,0.8076465046898352
baseline_val,12,0.7333333333333333,0.8,477,0.0696547874051847,0.7662823865434123,0.8701804792513318
baseline_val,13,0.8,0.8666666666666667,644,0.09266733373819003,0.8362949260610018,0.9022954816714281
baseline_val,14,0.8666666666666667,0.9333333333333333,796,0.11587464635199544,0.8957481663112591,0.9681012858401511
baseline_val,15,0.9333333333333333,1.0,0,0.0,,
baseline_test,1,0.0,0.06666666666666667,0,0.0,,
baseline_test,2,0.06666666666666667,0.13333333333333333,447,0.06464800365592327,0.10519599517371035,0.07475778098667096
baseline_test,3,0.13333333333333333,0.2,449,0.06656375725282261,0.16591575694632565,0.12043024420126879
baseline_test,4,0.2,0.26666666666666666,397,0.05627744083800971,0.2324444992700091,0.1808171309048424
baseline_test,5,0.26666666666666666,0.3333333333333333,375,0.05462660902022387,0.29955298969726935,0.24438134715425242
baseline_test,6,0.3333333333333333,0.4,337,0.046634057636313855,0.3656326004996154,0.31093107650438
baseline_test,7,0.4,0.4666666666666667,343,0.04872346646441067,0.43268651069625486,0.35304041422805466
baseline_test,8,0.4666666666666667,0.5333333333333333,339,0.0486001384314476,0.49939808825495974,0.505267292087002
baseline_test,9,0.5333333333333333,0.6,350,0.049056113079311514,0.5650809706649691,0.5640748368567391
baseline_test,10,0.6,0.6666666666666666,383,0.05336832398080636,0.6352636325420383,0.588290197449677
baseline_test,11,0.6666666666666666,0.7333333333333333,419,0.05833319400257424,0.6997657813479852,0.6926002691195262
baseline_test,12,0.7333333333333333,0.8,542,0.0746707819096887,0.7674567101382902,0.7536625258882912
baseline_test,13,0.8,0.8666666666666667,624,0.08780893661800519,0.8366903745662647,0.8602911533522586
baseline_test,14,0.8666666666666667,0.9333333333333333,811,0.11503964932482814,0.8950744422638283,0.9266651166803824
baseline_test,15,0.9333333333333333,1.0,0,0.0,,
